"mean","lwr","upr","yday","type"
0.25219708018024,0.24287234460725,0.260415106248068,72,"crop"
0.252271548067968,0.242949506127875,0.2601970937994,73,"crop"
0.252490148361449,0.242976362742615,0.260120937322891,74,"crop"
0.25285348829305,0.24316190096365,0.260375574876819,75,"crop"
0.25336159506369,0.243490818958045,0.260874182927114,76,"crop"
0.25401391568295,0.244167467728958,0.261509799032706,77,"crop"
0.254809319960225,0.24509886193558,0.262313319904723,78,"crop"
0.255746106655646,0.246195490080718,0.263384185899953,79,"crop"
0.256822012782952,0.247428878934165,0.26457671040961,80,"crop"
0.258034226038492,0.248819115432525,0.265877825345992,81,"crop"
0.259379400313501,0.250320241676607,0.267287216138652,82,"crop"
0.260853674229209,0.251859952119546,0.268800869392642,83,"crop"
0.262452692616982,0.2534417823878,0.270259731142065,84,"crop"
0.264171630848783,0.255147983904402,0.271784411628475,85,"crop"
0.266005221906219,0.256998043150623,0.273404081098475,86,"crop"
0.267947786060393,0.258985813741328,0.275289644937599,87,"crop"
0.269993263018653,0.261104638543234,0.27738377784638,88,"crop"
0.272135246379449,0.263347388038068,0.279548517111051,89,"crop"
0.274367020221757,0.265518359829033,0.28179172618851,90,"crop"
0.276681597641977,0.267776605893747,0.284229355831111,91,"crop"
0.279071761038577,0.270157512578752,0.286697647653209,92,"crop"
0.281530103932759,0.272936766179994,0.289214512853916,93,"crop"
0.284049074102866,0.275790860634103,0.291775389782881,94,"crop"
0.286621017800726,0.278715290689655,0.294513101780275,95,"crop"
0.289238224809791,0.281588342170118,0.29727296188698,96,"crop"
0.29189297409781,0.28443363185221,0.300038156018416,97,"crop"
0.294577579811327,0.287325275864793,0.302931964261029,98,"crop"
0.29728443735473,0.290254441736824,0.305827386750811,99,"crop"
0.300006069294125,0.293207451057314,0.308723474186146,100,"crop"
0.302735170824467,0.296113304165987,0.311502100135546,101,"crop"
0.305464654539026,0.29879240960206,0.314202901939817,102,"crop"
0.308187694241641,0.301465341548465,0.316863347482531,103,"crop"
0.310897767545527,0.304051220398085,0.319746388566293,104,"crop"
0.31358869700705,0.30663946967112,0.322580086087213,105,"crop"
0.316254689549401,0.30922440529907,0.325358225614874,106,"crop"
0.318890373938473,0.311921761175605,0.328078022932962,107,"crop"
0.321490836082764,0.314717423265384,0.330748744715812,108,"crop"
0.324051651939747,0.3174977327339,0.333349545725004,109,"crop"
0.326568917823028,0.320256981031933,0.335876757592764,110,"crop"
0.329039277918145,0.322846684773771,0.338327444758544,111,"crop"
0.331459948829403,0.32538444186958,0.340699422854893,112,"crop"
0.333828740995929,0.327812138050726,0.342845425226963,113,"crop"
0.336144076831935,0.330142059584542,0.344846514823304,114,"crop"
0.338405005464336,0.332254737991465,0.346855654414628,115,"crop"
0.340611213959239,0.334208912203711,0.348797174762327,116,"crop"
0.342763034948745,0.336128722904782,0.350858893805246,117,"crop"
0.344861450589607,0.33801647750314,0.352913437292089,118,"crop"
0.346908092806113,0.339875032389448,0.354936940663724,119,"crop"
0.348905239790833,0.341707780837428,0.356906608374342,120,"crop"
0.350855808758413,0.343518637785555,0.358980759125189,121,"crop"
0.352763344969389,0.345312021576616,0.361123902347573,122,"crop"
0.354632007062718,0.347092832749455,0.363203398953222,123,"crop"
0.356466548757422,0.34886642999405,0.365066956954502,124,"crop"
0.358272297005287,0.350638603397265,0.366799708145455,125,"crop"
0.360055126697587,0.352415545122079,0.368484493706586,126,"crop"
0.361821432049353,0.354203817677593,0.37012839136049,127,"crop"
0.363578094804933,0.35593033020878,0.371757129688448,128,"crop"
0.365332449427489,0.357689877813739,0.37338571078954,129,"crop"
0.367092245453678,0.359561640303634,0.374998834384342,130,"crop"
0.368865607211915,0.361404162630501,0.376613135580335,131,"crop"
0.370660991119022,0.36313278454814,0.378294767841289,132,"crop"
0.372487140784774,0.364908032790836,0.380194270143707,133,"crop"
0.374353040167827,0.366742926973189,0.381901406625679,134,"crop"
0.376267865038455,0.3686465618918,0.383801072822745,135,"crop"
0.378240933014492,0.370628055878008,0.385734738780064,136,"crop"
0.380281652445712,0.372696501314119,0.387712298869043,137,"crop"
0.382399470429677,0.37486091514289,0.389747618968359,138,"crop"
0.384603820247681,0.377128283363091,0.391932337360153,139,"crop"
0.386904068513307,0.379506664469533,0.394224151427346,140,"crop"
0.38930946232874,0.381983735477958,0.396603587231955,141,"crop"
0.391829076743977,0.38444256694644,0.399079092857886,142,"crop"
0.394471762812981,0.387026183622737,0.401660207885048,143,"crop"
0.39724609653745,0.389764407277372,0.404377150663833,144,"crop"
0.400160328984016,0.392842584709683,0.407290599059709,145,"crop"
0.40322233785377,0.396074884336289,0.410312358140168,146,"crop"
0.40643958077459,0.399467901618151,0.413481819491155,147,"crop"
0.409819050576512,0.403012230481628,0.416746344510404,148,"crop"
0.413367232798585,0.406521545472485,0.420096965563653,149,"crop"
0.41709006566228,0.410180584329002,0.423603268408076,150,"crop"
0.420992902731623,0.414033966805843,0.427268933692175,151,"crop"
0.42508047846412,0.417928478032983,0.431108852180274,152,"crop"
0.429356876838928,0.421981155076089,0.435354467847343,153,"crop"
0.43382550323022,0.426234998168528,0.439841679273557,154,"crop"
0.438489059673848,0.430900691808703,0.444486123411614,155,"crop"
0.443349523655036,0.435936814921716,0.449232784492016,156,"crop"
0.448408130523169,0.441187741073698,0.454211164236729,157,"crop"
0.453665359618092,0.446568845420278,0.45949286561795,158,"crop"
0.459120924169501,0.451934828515828,0.465160757673902,159,"crop"
0.464773765008445,0.457489202506367,0.471190493685084,160,"crop"
0.470622048106722,0.463057246393215,0.477395357223768,161,"crop"
0.476663165937063,0.468793023633628,0.483763012744382,162,"crop"
0.482893742623871,0.474811115973289,0.490149922464497,163,"crop"
0.489309642831764,0.481135460868129,0.49665343302405,164,"crop"
0.495905984316804,0.487649696518462,0.50331099791791,165,"crop"
0.502677154043586,0.494361886220826,0.510116133193542,166,"crop"
0.509616827750543,0.501297033909468,0.517104221818168,167,"crop"
0.516717992825447,0.508444381647848,0.524253091233897,168,"crop"
0.523972974334131,0.515768864183473,0.531533901343027,169,"crop"
0.531373464027448,0.523262029101361,0.538938041079526,170,"crop"
0.538910552134522,0.530825524000024,0.546458142877305,171,"crop"
0.546574761735142,0.538405318241677,0.554092642440769,172,"crop"
0.554356085489949,0.54613717445189,0.561822636040243,173,"crop"
0.562244024494859,0.554010395309562,0.56963786267953,174,"crop"
0.570227629015077,0.562013620718629,0.577527747094035,175,"crop"
0.578295540845237,0.570133375728153,0.585520364588636,176,"crop"
0.586436037034597,0.578342602587141,0.593723575005911,177,"crop"
0.594637074710769,0.586644438529291,0.601964803414832,178,"crop"
0.602886336731732,0.595025402515365,0.610231658803329,179,"crop"
0.611171277893984,0.603573812486606,0.618425297971435,180,"crop"
0.619479171424617,0.612033593119168,0.626511569405216,181,"crop"
0.627797155487049,0.620520191322744,0.634849660248185,182,"crop"
0.636112279433681,0.628841156984474,0.642919036080568,183,"crop"
0.644411549544343,0.637268061277803,0.651220231129705,184,"crop"
0.652681973996493,0.645735772705413,0.659473031528621,185,"crop"
0.66091060682217,0.654170079439888,0.667671636578914,186,"crop"
0.669084590617156,0.662563549078328,0.675782105672759,187,"crop"
0.677191197779925,0.67079384889182,0.683716230629321,188,"crop"
0.685217870071538,0.67887459806302,0.691670942359456,189,"crop"
0.693152256302429,0.686878947731412,0.699597714809924,190,"crop"
0.700982247968266,0.694793353400001,0.707322336908889,191,"crop"
0.708696012674175,0.702505321863156,0.715135859237094,192,"crop"
0.716282025204958,0.710072200907366,0.722729529615297,193,"crop"
0.723729096117826,0.717466492414912,0.730185340245705,194,"crop"
0.731026397754082,0.724746972483403,0.73749810274584,195,"crop"
0.73816348758635,0.731796257362973,0.744627736983128,196,"crop"
0.745130328838702,0.738692762812829,0.751564538894232,197,"crop"
0.751917308337958,0.745428432898725,0.758310876109706,198,"crop"
0.758515251575481,0.751994624730798,0.764853309915621,199,"crop"
0.764915434979623,0.758383027908738,0.771182074168785,200,"crop"
0.771109595419829,0.764622562589742,0.777289683692668,201,"crop"
0.777089936983655,0.770753505060544,0.783283056128448,202,"crop"
0.782849135087723,0.776678598836064,0.78914525338143,203,"crop"
0.788380338002798,0.782214959585664,0.794815469712248,204,"crop"
0.793677165891372,0.78738485623109,0.800303135453776,205,"crop"
0.79873370747359,0.792543810160113,0.805531862463561,206,"crop"
0.803544514453273,0.797363970273962,0.810496580094972,207,"crop"
0.8081045938512,0.801860060530777,0.815188546994025,208,"crop"
0.812409398406105,0.806014160803602,0.819603206504736,209,"crop"
0.816454815216319,0.809920509476448,0.823592634211877,210,"crop"
0.820237152805663,0.813746294497255,0.827202682652159,211,"crop"
0.82375312680628,0.817333035613494,0.83052959142105,212,"crop"
0.826999844458643,0.82066555747563,0.833567655589469,213,"crop"
0.829974788134719,0.823743928574666,0.836413080768698,214,"crop"
0.832675798094224,0.8265651625222,0.839111440476359,215,"crop"
0.835101054686204,0.829050074556973,0.841513504159135,216,"crop"
0.837249060208577,0.831254166826575,0.843635775247987,217,"crop"
0.839118620636892,0.833191913960435,0.845623700330412,218,"crop"
0.840708827430439,0.834864442578639,0.84731673114934,219,"crop"
0.842019039619028,0.836176869923556,0.848707864407501,220,"crop"
0.843048866367001,0.837181441714659,0.849796147583608,221,"crop"
0.843798150202962,0.83792473760443,0.850642806229022,222,"crop"
0.844266951093813,0.838406383354446,0.851172364540266,223,"crop"
0.844455531530359,0.838613040756762,0.851267846426347,224,"crop"
0.844364342779027,0.838312141226545,0.851073931710032,225,"crop"
0.843994012440206,0.837637599043158,0.850813459286024,226,"crop"
0.843345333438523,0.836696995051603,0.850233731248027,227,"crop"
0.842419254554017,0.835684955347803,0.849350934496333,228,"crop"
0.841216872586032,0.834548952752431,0.848296965572971,229,"crop"
0.839739426223617,0.833208282683044,0.846891401248032,230,"crop"
0.837988291677532,0.831454770151537,0.845160607457263,231,"crop"
0.835964980109878,0.82939014728271,0.843106920310004,232,"crop"
0.833671136877901,0.827075821943747,0.840686946819129,233,"crop"
0.831108542588736,0.824515669467665,0.837981680871487,234,"crop"
0.82827911594247,0.821712846644573,0.835055042656799,235,"crop"
0.825184918321028,0.818669470320502,0.832023618385911,236,"crop"
0.821828160061535,0.815387662541194,0.828736360465363,237,"crop"
0.818211208333865,0.81187973639043,0.825157681364146,238,"crop"
0.814336596524011,0.80816461126806,0.821152470932367,239,"crop"
0.810207035007707,0.804066002387929,0.816876915648448,240,"crop"
0.805825423182204,0.799697052723469,0.812388329658014,241,"crop"
0.801194862608804,0.795097876054833,0.80773560905324,242,"crop"
0.796318671104756,0.790259029622149,0.802822527237512,243,"crop"
0.791200397610102,0.785158709521666,0.797804570852864,244,"crop"
0.785843837643871,0.779832364000127,0.792567658770074,245,"crop"
0.780253049154101,0.774288487416308,0.787019920103223,246,"crop"
0.774432368557999,0.768395469300019,0.781094167093441,247,"crop"
0.768386426762028,0.762250638464285,0.774924464164959,248,"crop"
0.762120164947044,0.755859214444635,0.768516271252997,249,"crop"
0.755638849900661,0.749258143285799,0.762079491879581,250,"crop"
0.748948088678028,0.742453969077166,0.755478159602831,251,"crop"
0.742053842373028,0.735317822404434,0.74869313054458,252,"crop"
0.734962438784715,0.727881249396916,0.741771711678988,253,"crop"
0.727680583768406,0.720482324823698,0.734647989493594,254,"crop"
0.720215371067336,0.712905806316676,0.727243105931712,255,"crop"
0.712574290429234,0.705150543141262,0.719527581784191,256,"crop"
0.704765233822183,0.697369257932468,0.711623448161768,257,"crop"
0.696796499575987,0.68967276614801,0.7036125443762,258,"crop"
0.688676794288886,0.681504845422673,0.695617127321347,259,"crop"
0.680415232354325,0.673108133749567,0.687458587496717,260,"crop"
0.67202133297899,0.664386346394933,0.679186150302548,261,"crop"
0.663505014581252,0.655545130202598,0.670903128186839,262,"crop"
0.654876586477928,0.646606206861977,0.662465181272368,263,"crop"
0.646146737787607,0.637582746661844,0.653892434895424,264,"crop"
0.63732652349942,0.628529698121339,0.645276952450069,265,"crop"
0.628427347678194,0.619502173412826,0.636658201677254,266,"crop"
0.619460943799021,0.610426601815084,0.627942172049438,267,"crop"
0.610439352227095,0.601316548162946,0.619139601679753,268,"crop"
0.60137489488169,0.592185728853349,0.610261707682417,269,"crop"
0.592280147146161,0.583047972687472,0.601329360357338,270,"crop"
0.583167907108997,0.573917180164627,0.592259986344176,271,"crop"
0.574051162243299,0.564807281404805,0.583019969893266,272,"crop"
0.56494305365481,0.555732192889605,0.573756855142199,273,"crop"
0.555856838049687,0.546705773222013,0.564485000019811,274,"crop"
0.546805847594435,0.537741778116017,0.555219027025998,275,"crop"
0.537803447860028,0.528853814835902,0.545973772111751,276,"crop"
0.528862994060953,0.520055296312626,0.53676423056562,277,"crop"
0.519997785817375,0.511237952360764,0.52760550020669,278,"crop"
0.511221020684641,0.502709664133012,0.518512722209335,279,"crop"
0.502545746708481,0.494301683897894,0.509501019907741,280,"crop"
0.493984814277288,0.485877670298883,0.50083708184266,281,"crop"
0.485550827553601,0.477598981696959,0.49246069750121,282,"crop"
0.477256095775715,0.469478940588781,0.484033135144531,283,"crop"
0.46911258472779,0.461530695168035,0.475769656771292,284,"crop"
0.461131868680989,0.453764381472017,0.467885502453801,285,"crop"
0.45332508311191,0.446120112517713,0.460184531236809,286,"crop"
0.445702878504178,0.438460465396795,0.45264361860885,287,"crop"
0.438275375538218,0.430991029224695,0.445272116173551,288,"crop"
0.431052121969974,0.423726132526908,0.438078923371171,289,"crop"
0.424042051493513,0.416794391321399,0.431133809254653,290,"crop"
0.417253444874113,0.410072588492975,0.424471218719796,291,"crop"
0.410693893628192,0.403569251580544,0.418139240572772,292,"crop"
0.40437026651385,0.396911395862915,0.411898234254298,293,"crop"
0.398288679081324,0.390522259525286,0.405574410962391,294,"crop"
0.392454466516457,0.384415470303453,0.399524958759475,295,"crop"
0.386872159991465,0.378593965460727,0.393945919864496,296,"crop"
0.381545466718099,0.373071155563419,0.388617310211492,297,"crop"
0.376477253875732,0.367851278825009,0.383524491477995,298,"crop"
0.371669536564674,0.362959381360484,0.37871947185903,299,"crop"
0.367123469910248,0.358454508756266,0.37430832205566,300,"crop"
0.3628393454176,0.354235174202658,0.370142479149543,301,"crop"
0.35881659165079,0.350296056382245,0.366005201372437,302,"crop"
0.355053779282628,0.346625227933255,0.362147698461201,303,"crop"
0.351548630533314,0.343234991761727,0.358692322905066,304,"crop"
0.348298032988162,0.340121840694623,0.35547910951082,305,"crop"
0.345298057755628,0.337250105855632,0.352497339064144,306,"crop"
0.342543981898655,0.334393613616153,0.34974262515722,307,"crop"
0.340030315043747,0.331787861714175,0.347209900967357,308,"crop"
0.337750830044073,0.329426925848659,0.34489344611966,309,"crop"
0.335698597545643,0.32730417741256,0.342815372443697,310,"crop"
0.333866024278689,0.325535822602485,0.341035966318863,311,"crop"
0.332244894870754,0.323989347235187,0.339462096151323,312,"crop"
0.330826416953107,0.322495022825969,0.338084849219449,313,"crop"
0.329601269309362,0.321226887573413,0.336894762948988,314,"crop"
0.328559652792683,0.32014259047602,0.335883014804417,315,"crop"
0.327691343718071,0.319074824778205,0.335045240094845,316,"crop"
0.326985749418232,0.31812838994834,0.334363166118342,317,"crop"
0.326431965634023,0.317345578187497,0.333883437290919,318,"crop"
0.326018835397309,0.316675606936919,0.333568901589061,319,"crop"
0.325735009050741,0.316095288172542,0.333376970146148,320,"crop"
0.325569005039471,0.315753195047029,0.333179276584565,321,"crop"
0.325509271102043,0.315527664713334,0.333004714242438,322,"crop"
0.325544245482096,0.315411579480106,0.332921681660615,323,"crop"
0.325662417779925,0.31558284830981,0.333139934697137,324,"crop"
0.325852389062287,0.315851846952729,0.333365784172623,325,"crop"
0.32610293085067,0.316130757662662,0.333803512677355,326,"crop"
0.326403042613106,0.316451438756944,0.334221039462042,327,"crop"
0.326742007390719,0.316836804879799,0.33483840391016,328,"crop"
0.327109445200211,0.317277371757691,0.335390165282155,329,"crop"
0.327495363864117,0.317763947626392,0.335865128907676,330,"crop"
0.327890206935064,0.318286252434212,0.336368129052072,331,"crop"
0.328284898395519,0.318836593488234,0.336918973488133,332,"crop"
0.328670883832751,0.319378094831634,0.337462546692662,333,"crop"
0.329040167807969,0.31982732260048,0.337967242308935,334,"crop"
0.329385347160382,0.320267156270625,0.338424627716149,335,"crop"
0.329699640009459,0.32073477658968,0.338827036678158,336,"crop"
0.329976910243527,0.32144373349366,0.339167600152428,337,"crop"
0.330211687307612,0.32173482871726,0.33939389894553,338,"crop"
0.330399181130977,0.321731125396118,0.339494284847548,339,"crop"
0.33053529206084,0.321698113719484,0.339512542861946,340,"crop"
0.330616615698025,0.321632561625841,0.339445486873842,341,"crop"
0.330640442557511,0.321543655689965,0.339290784317304,342,"crop"
0.330604752505793,0.321495778028436,0.339334074273018,343,"crop"
0.330508203955036,0.3214001218239,0.339418852298461,344,"crop"
0.330350117822167,0.32125456412142,0.339442902892476,345,"crop"
0.330130456288093,0.32105728979822,0.339323074411374,346,"crop"
0.32984979641939,0.320811212309967,0.33871563580646,347,"crop"
0.329509298739544,0.320475459599613,0.3380104405474,348,"crop"
0.329110670862053,0.319555553319194,0.33721110276278,349,"crop"
0.328656126319504,0.318913688747005,0.336855899180913,350,"crop"
0.328148338744541,0.318012607496152,0.337339203010158,351,"crop"
0.32759039157729,0.317307708713625,0.337897234274618,352,"crop"
0.326985723490668,0.316539350618995,0.338437683059887,353,"crop"
0.326338069740269,0.315310346173933,0.338961431725681,354,"crop"
0.32565139965623,0.314036195692347,0.339469590272214,355,"crop"
0.324929850505242,0.312721815632407,0.339963459113186,356,"crop"
0.324177657955952,0.31137189856359,0.34043127170245,357,"crop"
0.323399083385274,0.309976231965286,0.340649693580808,358,"crop"
0.322598338262065,0.308555192834696,0.341256054725819,359,"crop"
0.321779505842816,0.307113503516569,0.341862429966116,360,"crop"
0.320946460405266,0.305655622978254,0.342318421913158,361,"crop"
0.320102784237277,0.304220764701845,0.342769670554975,362,"crop"
0.319251682582748,0.302839983828414,0.343217562819228,363,"crop"
0.318395896729021,0.301454149932424,0.343663312629861,364,"crop"
0.317537615398144,0.300065627216837,0.344101984907574,365,"crop"
0.456076866928321,0.435174705619527,0.477581106897356,1,"forest"
0.453592584141022,0.433821167770997,0.473959599362881,2,"forest"
0.451109217680683,0.432446989828316,0.470339583863821,3,"forest"
0.448628261583386,0.431059606710996,0.466732147888982,4,"forest"
0.446151834695603,0.429478571918273,0.463131960144027,5,"forest"
0.443682596464707,0.427485194434528,0.459543305070116,6,"forest"
0.441223664517403,0.425500525855211,0.45596675520952,7,"forest"
0.438778534169315,0.42351317579191,0.452343827120092,8,"forest"
0.43635100003602,0.421862939696958,0.449074824145959,9,"forest"
0.43394507993833,0.420251669655741,0.445764648206563,10,"forest"
0.431564941311381,0.418392931424719,0.442324787423255,11,"forest"
0.429214830342256,0.416556306818648,0.43893063983426,12,"forest"
0.426899004068447,0.414744854983316,0.435628551743282,13,"forest"
0.424621665676231,0.412961571192869,0.433210637787616,14,"forest"
0.422386903237967,0.410938798289263,0.43102517547827,15,"forest"
0.420198632125864,0.40892554211385,0.428888403151994,16,"forest"
0.418060541333331,0.40696728897902,0.426727928817394,17,"forest"
0.415976043924824,0.40506773184286,0.424398582477236,18,"forest"
0.413948231823889,0.40323019956039,0.422229792899443,19,"forest"
0.41197983513122,0.401450643335718,0.420367139645389,20,"forest"
0.410073186148385,0.399736014366966,0.418598806730788,21,"forest"
0.408230188259194,0.398092286216466,0.416876402859772,22,"forest"
0.406452289799577,0.396083789232795,0.415356446658635,23,"forest"
0.404740463019353,0.394143920097797,0.413928095902393,24,"forest"
0.403095188213721,0.392337953289046,0.412754110187037,25,"forest"
0.401516443071445,0.39102026149467,0.411337477117938,26,"forest"
0.40000369725887,0.389765364686727,0.409860033210542,27,"forest"
0.398555912225571,0.388247921745604,0.408558563051895,28,"forest"
0.397171546187507,0.386803633373611,0.407292629988984,29,"forest"
0.395848564210127,0.385406325132958,0.406166124828655,30,"forest"
0.394584453281957,0.384307509480703,0.405064217536581,31,"forest"
0.393376242237255,0.383213870567545,0.403983611752846,32,"forest"
0.392220526354121,0.381846315988352,0.402920718869122,33,"forest"
0.391113496423701,0.380507021029352,0.401871689111309,34,"forest"
0.390050972055711,0.379248270976538,0.400835702969978,35,"forest"
0.389028438957075,0.378065447084806,0.399806779487983,36,"forest"
0.388041089892422,0.376953506739266,0.39891250333468,37,"forest"
0.38708386901003,0.375907029558971,0.397958699074897,38,"forest"
0.386151519192361,0.374920267234098,0.396712972488731,39,"forest"
0.385238632068953,0.373987196705096,0.39569622897699,40,"forest"
0.384339700309867,0.373101576270022,0.394819326609244,41,"forest"
0.383449171800683,0.372257004186246,0.393921707699563,42,"forest"
0.382561505285742,0.371631444816397,0.393010838985296,43,"forest"
0.381671227054552,0.37107635636242,0.392067992922312,44,"forest"
0.3807729882375,0.370468819550056,0.391088070692997,45,"forest"
0.379861622270608,0.369729791177958,0.390066262881433,46,"forest"
0.378932202086955,0.36880925275522,0.389036483384107,47,"forest"
0.377980096591241,0.3678577201451,0.388072061629597,48,"forest"
0.377001025978176,0.366713217392699,0.387055311167046,49,"forest"
0.375991115460653,0.365221832176842,0.38598248215356,50,"forest"
0.374946946983388,0.363717974354083,0.384850372093151,51,"forest"
0.37386560850926,0.362441001221005,0.383750307013414,52,"forest"
0.372744740481166,0.361239859469687,0.382618267021374,53,"forest"
0.371582579079491,0.359995769116596,0.381422825681146,54,"forest"
0.370377995916091,0.358836529980378,0.380175092442036,55,"forest"
0.369130533828728,0.357907706219641,0.378608697559027,56,"forest"
0.367840438465141,0.35695797189954,0.377195084442084,57,"forest"
0.366508685374097,0.355698914405112,0.375980092154427,58,"forest"
0.365137002350095,0.354312552319781,0.37469024026152,59,"forest"
0.363727886810168,0.352603398832403,0.373326846686479,60,"forest"
0.362284618014819,0.350895941296028,0.371988934743967,61,"forest"
0.360811263979546,0.349195626729455,0.370706980887538,62,"forest"
0.359312682959227,0.347508444584394,0.369202824482638,63,"forest"
0.357794519424811,0.345840917081823,0.367489284140777,64,"forest"
0.356263194489124,0.34420008583145,0.365879854669904,65,"forest"
0.354725890776475,0.342593494743963,0.364257516291467,66,"forest"
0.353190531769067,0.341085706846458,0.36260839699339,67,"forest"
0.351665755701134,0.339726715054014,0.36099039761871,68,"forest"
0.350160884109596,0.33842681814867,0.35937237432788,69,"forest"
0.348685885186698,0.337194400801284,0.357897983902469,70,"forest"
0.34725133211696,0.336038195415482,0.356413840215649,71,"forest"
0.345868356615212,0.334967249843352,0.354840972769441,72,"forest"
0.3445485979165,0.333843092776308,0.353300911953207,73,"forest"
0.343304147501002,0.332626258135938,0.351826862470052,74,"forest"
0.342147489866887,0.331312796053045,0.350757591261086,75,"forest"
0.341091439692739,0.329990450486039,0.349795167740512,76,"forest"
0.340149075757094,0.328798313168385,0.349206940876017,77,"forest"
0.339333672006275,0.328009764882395,0.348852762014573,78,"forest"
0.338658626182788,0.32745495655697,0.348621728013442,79,"forest"
0.33813738644494,0.327068311889026,0.348257176900951,80,"forest"
0.337783376423789,0.326560603991834,0.347894074261603,81,"forest"
0.33760991917614,0.326539523777118,0.347685100064036,82,"forest"
0.337630160502017,0.326776432086211,0.347643186577207,83,"forest"
0.337856992100969,0.327237010285322,0.347781139556033,84,"forest"
0.338302975045396,0.327844714691847,0.348383549250007,85,"forest"
